LinkID,DemoPaper,Article,Title,Author,Name,Venue,VenueName,Journal,Volume,Handler,StartDate
www.IEEE Robotics and Automation Letters.com/ArticleID101,DemoArticleID101,ArticleID101,Semi-empirical Model for Fire Spread in Shrubs with Spatially-Defined Fuel Elements and Flames,AuthorID001,Ozcelik D.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 2,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID108,DemoArticleID108,ArticleID108,Waves of destruction in the East Indies: The Wichmann catalogue of earthquakes and tsunami in the Indonesian region from 1538 to 1877,AuthorID008,Neff C.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 4,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID109,DemoArticleID109,ArticleID109,"Alluvial and fluvial fans on Saturn's moon Titan reveal processes, materials and regional geology",AuthorID009,Neilsen T.B.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 5,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID112,DemoArticleID112,ArticleID112,Spectrum allocations: The aeronautical telemetry story in the USA,AuthorID012,Libano F.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 3,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID113,DemoArticleID113,ArticleID113,Glue Technologies for Space Systems: An Introduction to a New AESS Technical Panel,AuthorID013,Liu F.C.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 4,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID114,DemoArticleID114,ArticleID114,"Teaching and Learning Electromagnetics in 2020: Issues, trends, opportunities, and ideas for developing courses",AuthorID014,Laycock R.G.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 5,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID119,DemoArticleID119,ArticleID119,Optimized ARROW-Based MMI Waveguides for High Fidelity Excitation Patterns for Optofluidic Multiplexing,AuthorID019,Pehrson N.A.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 5,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID121,DemoArticleID121,ArticleID121,Enhanced Detection of Single Viruses On-Chip via Hydrodynamic Focusing,AuthorID021,Pehrson N.A.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 2,HandlerID003,09/06/1997
www.IEEE Robotics and Automation Letters.com/ArticleID129,DemoArticleID129,ArticleID129,Space-Time Coding for Aeronautical Telemetry: Part II - Decoder and System Performance,AuthorID029,Wu R.,VJID002,IEEE Robotics and Automation Letters,JID002,IEEE RAL Vol 5,HandlerID003,09/06/1997
www.International Journal of Technology and Design Education.com/ArticleID138,DemoArticleID138,ArticleID138,Secure Array Synthesis in Multipath Channels,AuthorID038,Smiley A.J.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID139,DemoArticleID139,ArticleID139,Practical Superdirectivity with Resonant Screened Apertures Motivated by a Poynting Streamlines Analysis,AuthorID039,Ni Q.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID154,DemoArticleID154,ArticleID154,A minimal realization technique for the dynamical structure function of a class of LTI systems,AuthorID004,Vaughn A.B.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID159,DemoArticleID159,ArticleID159,Generating a Binary Symmetric Channel for Wiretap Codes,AuthorID009,Neilsen T.B.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID166,DemoArticleID166,ArticleID166,Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,AuthorID016,Sargent B.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID169,DemoArticleID169,ArticleID169,Applying Compiler-Automated Software Fault Tolerance to Multiple Processor Platforms,AuthorID019,Pehrson N.A.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID170,DemoArticleID170,ArticleID170,A Hybrid Approach to FPGA Configuration Scrubbing,AuthorID020,Lee J.H.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 5,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID175,DemoArticleID175,ArticleID175,Physical-Layer Security for Vehicle-to-Everything Networks: Increasing Security while Maintaining Reliable Communications,AuthorID025,Walton M.P.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 5,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID178,DemoArticleID178,ArticleID178,An iterative pose estimation algorithm based on epipolar geometry with application to multi-target tracking,AuthorID028,Farnsworth C.B.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID190,DemoArticleID190,ArticleID190,Probabilistic extension of flexible hybrid state estimation for cyber-physical systems,AuthorID040,Zou Z.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 5,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID191,DemoArticleID191,ArticleID191,Design of low-power ultra-high voltage gain differential cascode stages,AuthorID041,Loiseau J.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID196,DemoArticleID196,ArticleID196,Total hemispherical apparent radiative properties of the infinite V-groove with specular reflection,AuthorID046,Rice M.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID198,DemoArticleID198,ArticleID198,Thermally induced atomization during droplet impingement on superheated hydrophobic and superhydrophobic surfaces,AuthorID048,Redd B.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID203,DemoArticleID203,ArticleID203,Influence of micro-structured superhydrophobic surfaces on nucleation and natural convection in a heated pool,AuthorID003,Afran M.S.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID205,DemoArticleID205,ArticleID205,"Heat transfer, efficiency and turn-down ratio of a dynamic radiative heat exchanger",AuthorID005,Rice M.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 5,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID207,DemoArticleID207,ArticleID207,Full-scale 3D-modelling of the radiative heat transfer in rotary kilns with a present bed material,AuthorID007,Gunnarsson A.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 2,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID208,DemoArticleID208,ArticleID208,Bubble nucleation in superhydrophobic microchannels due to subcritical heating,AuthorID008,Neff C.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID211,DemoArticleID211,ArticleID211,Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,AuthorID011,McDonnell T.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID216,DemoArticleID216,ArticleID216,Effect of tool geometry and process parameters on mechanical properties of friction stir spot welded dissimilar aluminum alloys,AuthorID016,Sargent B.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID217,DemoArticleID217,ArticleID217,Relative multiplicative extended Kalman filter for observable GPS-denied navigation,AuthorID017,Bahari M.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 2,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID372,DemoArticleID372,ArticleID372,DNA origami mediated electrically connected metalâ€”semiconductor junctions,AuthorID122,Wood A.E.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 2,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID374,DemoArticleID374,ArticleID374,Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation,AuthorID124,Hu R.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID376,DemoArticleID376,ArticleID376,Permanganate-based synthesis of manganese oxide nanoparticles in ferritin,AuthorID126,Draper S.R.E.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID379,DemoArticleID379,ArticleID379,Vertical electrical impedance testing of a concrete bridge deck using a rolling probe,AuthorID129,Chee P.W.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID381,DemoArticleID381,ArticleID381,Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,AuthorID131,Khajah T.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID384,DemoArticleID384,ArticleID384,Modeling acoustic resonators using higher-order equivalent circuits,AuthorID134,Huang X.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 4,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID386,DemoArticleID386,ArticleID386,Noise reduction techniques in fiber optic sensors,AuthorID136,Stevenson P.D.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 1,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID388,DemoArticleID388,ArticleID388,Machine-learned multi-system surrogate models for materials prediction,AuthorID138,Dearden J.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.International Journal of Technology and Design Education.com/ArticleID393,DemoArticleID393,ArticleID393,Volumetric displays,AuthorID143,Yellowhorse A.,VJID003,International Journal of Technology and Design Education,JID003,IJTDE Vol 3,HandlerID004,11/11/2000
www.JOM.com/ArticleID222,DemoArticleID222,ArticleID222,Microstructure Correlation with Formability for Biaxial Stretching of Magnesium Alloy AZ31B at Mildly Elevated Temperatures,AuthorID022,Seng F.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID229,DemoArticleID229,ArticleID229,Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,AuthorID029,Wu R.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID230,DemoArticleID230,ArticleID230,Deconfliction in high-density unmanned aerial vehicle systems,AuthorID030,Dromey C.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID231,DemoArticleID231,ArticleID231,Takeoff and performance trade-offs of retrofit distributed electric propulsion for urban transport,AuthorID031,Cramer J.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID232,DemoArticleID232,ArticleID232,Normalized Coordinate Equations and an Energy Method for Predicting Natural Curved-Fold Configurations,AuthorID032,Allen J.D.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID233,DemoArticleID233,ArticleID233,Latanoprost uptake and release from commercial contact lenses,AuthorID033,Baker N.F.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID235,DemoArticleID235,ArticleID235,Simulated Tremor Propagation in the Upper Limb: From Muscle Activity to Joint Displacement,AuthorID035,Frazer D.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID241,DemoArticleID241,ArticleID241,Assessing the environmental impact and payback of carbon nanotube supported CO2 capture technologies using LCA methodology,AuthorID041,Loiseau J.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID245,DemoArticleID245,ArticleID245,Optical measurement of voids in situ during infusion of carbon reinforcements,AuthorID045,Safdari M.-S.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID247,DemoArticleID247,ArticleID247,A multi-user computer-aided design competition: Experimental findings and analysis of team-member dynamics,AuthorID047,Afran M.S.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID249,DemoArticleID249,ArticleID249,Measuring User Perceptions of Popular Transportation Project Delivery Methods Using Least Significant Difference Intervals and Multiple Range Tests,AuthorID049,Sayre A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID250,DemoArticleID250,ArticleID250,Identifying Team Selection and Alignment Factors by Delivery Method for Transportation Projects,AuthorID050,Swindlehurst E.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID251,DemoArticleID251,ArticleID251,Column axial load effects on the performance of skewed SMF RBS connections,AuthorID001,Ozcelik D.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID252,DemoArticleID252,ArticleID252,Rapid Operational Access and Maneuver Support platform for military logistics and operation planning in water environments,AuthorID002,Nysetvold T.B.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID253,DemoArticleID253,ArticleID253,Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,AuthorID003,Afran M.S.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID255,DemoArticleID255,ArticleID255,Regional Stiffness Reduction Using Lamina Emergent Torsional Joints for Flexible Printed Circuit Board Design,AuthorID005,Rice M.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID260,DemoArticleID260,ArticleID260,Exact relations between Rayleigh-BÃ©nard and rotating plane Couette flow in two dimensions,AuthorID010,Dryer Z.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID261,DemoArticleID261,ArticleID261,Increasing Inducer Stability and Suction Performance With a Stability Control Device,AuthorID011,McDonnell T.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID267,DemoArticleID267,ArticleID267,Estimated Time of Restoration (ETR) Guidance for Electric Distribution Networks,AuthorID017,Bahari M.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID269,DemoArticleID269,ArticleID269,Comprehensive and quality-controlled bedload transport database,AuthorID019,Pehrson N.A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID270,DemoArticleID270,ArticleID270,Comparison of calibrated empirical and semi-empirical methods for bedload transport rate prediction in gravel bed streams,AuthorID020,Lee J.H.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID271,DemoArticleID271,ArticleID271,Infrastructure Project Scope Definition Using Project Definition Rating Index,AuthorID021,Pehrson N.A.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID275,DemoArticleID275,ArticleID275,A comparison of model predictive control and PID temperature control in friction stir welding,AuthorID025,Walton M.P.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID279,DemoArticleID279,ArticleID279,Solid state crack repair by friction stir processing in 304L stainless steel,AuthorID029,Wu R.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID281,DemoArticleID281,ArticleID281,"A review of friction stir welding of steels: Tool, material flow, microstructure, and properties",AuthorID031,Cramer J.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID283,DemoArticleID283,ArticleID283,Toward a Universal Social Impact Metric for Engineered Products That Alleviate Poverty,AuthorID033,Baker N.F.,VJID004,JOM,JID004,JOM Vol 3,HandlerID005,07/12/1987
www.JOM.com/ArticleID297,DemoArticleID297,ArticleID297,"Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",AuthorID047,Afran M.S.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID298,DemoArticleID298,ArticleID298,Using non-destructive testing to predict bending modulus of carbon infiltrated-carbon nanotubes,AuthorID048,Redd B.,VJID004,JOM,JID004,JOM Vol 2,HandlerID005,07/12/1987
www.JOM.com/ArticleID300,DemoArticleID300,ArticleID300,Nanofluidic peristaltic pumps made from silica thin films,AuthorID050,Swindlehurst E.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
www.JOM.com/ArticleID301,DemoArticleID301,ArticleID301,Direct macro-to-micro interface method for microfluidics,AuthorID051,Martin R.A.,VJID004,JOM,JID004,JOM Vol 5,HandlerID006,04/23/2015
www.JOM.com/ArticleID304,DemoArticleID304,ArticleID304,Stability of Viscous St. Venant Roll Waves: From Onset to Infinite Froude Number Limit,AuthorID054,Noronha D.H.,VJID004,JOM,JID004,JOM Vol 4,HandlerID005,07/12/1987
